ID;Genre;Senior;Enfants;Anciennete;Multi-lignes;Service Internet;Autres Services;Partenaire;Contrat;Facturation electronique;Mode de paiement;charges mensuelles;Charges totales;Desabonnement
278;Homme;1;Non;21;Non;DSL;Oui;Oui;Mensuel;Oui;Virement bancaire;64,95;1339,8;Non
279;Homme;0;Non;14;Non;DSL;Non;Non;Mensuel;Oui;Cheque electronique;55;771,95;Non
280;Femme;0;Non;5;Non;DSL;Oui;Non;Mensuel;Non;Virement bancaire;50,55;244,75;Non
281;Femme;0;Non;6;Non;DSL;Oui;Non;Mensuel;Non;Cheque papier;55,15;322,9;Non
282;Femme;0;Non;10;Non;DSL;Oui;Non;Mensuel;Non;Cheque electronique;51,2;498,25;Non
285;Homme;0;Oui;18;Non;Fibre optique;Oui;Oui;Mensuel;Non;Cheque papier;95,15;1779,95;Oui
286;Femme;0;Non;22;Oui;Fibre optique;Oui;Non;Annuel;Oui;Carte bancaire;76;1783,6;Non
288;Homme;0;Non;1;Non;Fibre optique;Oui;Oui;Mensuel;Non;Cheque electronique;70;70;Oui
289;Homme;1;Non;8;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;74,5;606,55;Oui
290;Homme;0;Non;10;Non;DSL;Oui;Non;Mensuel;Oui;Carte bancaire;44,85;435,4;Oui
291;Homme;1;Non;24;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;76,1;1712,7;Oui
292;Homme;0;Non;35;Non;DSL;Oui;Non;Annuel;Non;Cheque papier;61,2;2021,2;Non
293;Homme;0;Oui;23;Non;Fibre optique;Oui;Oui;Annuel;Non;Cheque papier;86,8;1940,8;Non
294;Femme;1;Non;6;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;89,35;567,8;Non
296;Homme;0;Non;1;Non;Non;Oui;Non;Mensuel;Non;Cheque papier;20,25;20,25;Non
297;Femme;0;Oui;71;Non;Fibre optique;Oui;Oui;Bisannuel;Non;Cheque electronique;76,05;5436,45;Non
298;Homme;1;Non;35;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;100,8;3437,5;Non
299;Homme;0;Oui;40;Oui;DSL;Oui;Oui;Mensuel;Oui;Cheque electronique;74,55;3015,75;Non
300;Femme;0;Oui;1;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque papier;73,6;73,6;Oui
301;Homme;0;Non;23;Non;DSL;Oui;Non;Annuel;Oui;Virement bancaire;64,9;1509,8;Non
302;Femme;1;Non;4;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;95,45;396,1;Oui
303;Homme;0;Non;4;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;90,4;356,65;Non
304;Femme;0;Oui;68;Non;DSL;Non;Oui;Bisannuel;Non;Carte bancaire;60,3;4109;Non
305;Homme;0;Oui;38;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque papier;81,85;3141,7;Non
306;Homme;0;Oui;52;Oui;Non;Oui;Oui;Bisannuel;Non;Cheque papier;24,8;1229,1;Non
307;Homme;1;Non;32;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;74,9;2303,35;Oui
308;Homme;0;Oui;29;Non;DSL;Oui;Oui;Bisannuel;Non;Cheque papier;75,55;2054,4;Non
309;Homme;1;Oui;38;Oui;Fibre optique;Oui;Oui;Mensuel;Non;Cheque electronique;101,15;3741,85;Non
310;Homme;0;Oui;48;Oui;DSL;Oui;Non;Annuel;Oui;Carte bancaire;78,75;3682,45;Non
311;Femme;0;Non;1;Non;Non;Oui;Non;Mensuel;Oui;Virement bancaire;19,25;19,25;Non
314;Femme;1;Non;5;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;69,35;341,6;Non
315;Homme;0;Non;5;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;80,6;415,55;Oui
316;Homme;0;Oui;51;Oui;Fibre optique;Oui;Oui;Annuel;Non;Carte bancaire;110,05;5686,4;Non
318;Femme;0;Oui;38;Non;DSL;Oui;Oui;Annuel;Non;Carte bancaire;80,3;3058,65;Oui
319;Homme;1;Non;24;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;93,15;2231,05;Oui
320;Homme;0;Non;35;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Carte bancaire;91,5;3236,35;Non
321;Femme;1;Non;54;Oui;DSL;Oui;Non;Annuel;Non;Virement bancaire;82,45;4350,1;Oui
322;Femme;0;Oui;72;Non;DSL;Non;Oui;Bisannuel;Oui;Cheque electronique;60;4264;Non
324;Femme;0;Oui;9;Non;DSL;Oui;Oui;Annuel;Non;Cheque papier;48,6;422,3;Non
325;Homme;0;Non;69;Non;DSL;Non;Non;Bisannuel;Oui;Virement bancaire;60,05;4176,7;Non
326;Femme;0;Non;52;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Carte bancaire;102,7;5138,1;Non
327;Femme;1;Non;11;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;82,9;880,05;Non
328;Femme;1;Non;2;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;70,35;139,05;Oui
329;Femme;1;Oui;28;Non;DSL;Non;Oui;Mensuel;Oui;Cheque electronique;35,9;973,65;Non
330;Femme;1;Non;17;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Carte bancaire;82,65;1470,05;Non
332;Femme;0;Non;8;Non;Non;Oui;Non;Annuel;Oui;Cheque papier;19,2;161,95;Non
333;Homme;0;Non;46;Oui;Fibre optique;Oui;Non;Annuel;Oui;Carte bancaire;94,9;4422,95;Non
334;Femme;0;Non;7;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;73,85;511,25;Oui
336;Homme;0;Oui;68;Oui;DSL;Oui;Oui;Annuel;Oui;Virement bancaire;75,8;5293,95;Oui
337;Femme;0;Non;43;Oui;Fibre optique;Oui;Non;Bisannuel;Oui;Cheque electronique;104,6;4759,85;Oui
338;Femme;0;Non;68;Oui;DSL;Oui;Non;Bisannuel;Oui;Cheque electronique;88,15;6148,45;Non
339;Femme;0;Non;36;Non;Fibre optique;Oui;Non;Mensuel;Oui;Carte bancaire;94,8;3565,65;Non
340;Homme;0;Non;63;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;103,4;6603;Oui
342;Femme;0;Non;71;Oui;DSL;Oui;Oui;Bisannuel;Non;Carte bancaire;85,75;6223,8;Non
344;Homme;0;Non;63;Non;Non;Oui;Non;Annuel;Non;Cheque papier;20,5;1328,15;Non
345;Femme;0;Oui;41;Non;Non;Oui;Non;Annuel;Oui;Carte bancaire;20,25;865;Non
346;Femme;1;Non;1;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;72,1;72,1;Non
348;Femme;0;Non;70;Non;Non;Oui;Oui;Bisannuel;Non;Virement bancaire;19,45;1303,5;Non
349;Femme;0;Non;23;Non;DSL;Non;Non;Mensuel;Oui;Cheque electronique;44,95;996,85;Non
350;Femme;1;Non;64;Non;Fibre optique;Oui;Oui;Annuel;Non;Virement bancaire;97;6430,9;Non
351;Homme;0;Oui;37;Oui;DSL;Oui;Oui;Bisannuel;Oui;Carte bancaire;62,8;2278,75;Non
352;Homme;0;Oui;17;Non;DSL;Oui;Non;Annuel;Non;Cheque papier;44,6;681,4;Non
353;Femme;1;Non;7;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;89,15;574,35;Non
354;Homme;0;Oui;4;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Virement bancaire;84,8;371,9;Oui
355;Femme;1;Non;21;Non;DSL;Non;Non;Mensuel;Oui;Cheque electronique;41,9;840,1;Oui
357;Femme;1;Non;16;Oui;DSL;Oui;Non;Mensuel;Oui;Cheque electronique;54,1;889;Non
358;Homme;0;Non;64;Oui;Fibre optique;Oui;Oui;Bisannuel;Oui;Cheque electronique;105,25;6823,4;Non
359;Homme;1;Non;27;Non;DSL;Non;Oui;Mensuel;Non;Carte bancaire;30,75;805,1;Oui
360;Homme;0;Oui;42;Oui;Fibre optique;Oui;Oui;Annuel;Non;Cheque electronique;97,1;4016,75;Non
361;Homme;0;Oui;5;Non;Non;Oui;Non;Mensuel;Non;Cheque papier;20,2;83,75;Non
362;Femme;0;Non;41;Non;Fibre optique;Oui;Non;Bisannuel;Oui;Virement bancaire;98,8;3959,15;Non
363;Homme;0;Non;58;Non;DSL;Oui;Oui;Annuel;Non;Carte bancaire;50,3;2878,55;Non
364;Femme;0;Non;47;Non;Non;Oui;Non;Bisannuel;Oui;Cheque papier;20,55;945,7;Non
365;Homme;0;Non;18;Non;Fibre optique;Oui;Non;Mensuel;Oui;Virement bancaire;75,9;1373,05;Non
366;Homme;0;Non;5;Non;Fibre optique;Oui;Non;Mensuel;Non;Virement bancaire;96,5;492,55;Oui
368;Femme;0;Non;1;Non;Non;Oui;Non;Mensuel;Non;Cheque papier;19,15;19,15;Non
369;Homme;0;Non;71;Oui;Fibre optique;Oui;Oui;Annuel;Oui;Carte bancaire;98,65;6962,85;Non
371;Homme;0;Oui;33;Non;Non;Oui;Oui;Annuel;Non;Cheque papier;20,6;690,25;Non
372;Homme;0;Non;2;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;85,65;181,5;Oui
373;Homme;0;Oui;24;Non;DSL;Non;Non;Bisannuel;Non;Cheque papier;35,75;830,8;Non
374;Femme;0;Oui;56;Oui;Fibre optique;Oui;Oui;Annuel;Oui;Carte bancaire;99,75;5608,4;Non
375;Homme;0;Non;37;Non;Fibre optique;Oui;Non;Mensuel;Oui;Carte bancaire;96,1;3646,8;Non
376;Femme;0;Non;43;Oui;DSL;Oui;Non;Annuel;Non;Carte bancaire;85,1;3662,25;Non
378;Femme;0;Non;25;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Virement bancaire;104,95;2566,5;Oui
379;Femme;0;Non;61;Oui;DSL;Oui;Non;Bisannuel;Non;Cheque electronique;89,65;5308,7;Non
381;Femme;0;Non;41;Non;Fibre optique;Oui;Oui;Annuel;Oui;Virement bancaire;86,2;3339,05;Non
382;Homme;0;Non;1;Non;DSL;Oui;Non;Mensuel;Non;Cheque papier;50,65;50,65;Oui
383;Homme;1;Oui;72;Non;DSL;Non;Oui;Bisannuel;Oui;Virement bancaire;64,8;4732,35;Non
384;Homme;0;Non;1;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Carte bancaire;90,85;90,85;Oui
388;Femme;0;Non;42;Non;DSL;Non;Non;Annuel;Oui;Cheque electronique;54,75;2348,45;Non
389;Homme;0;Non;44;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque papier;90,4;4063;Non
390;Homme;0;Oui;1;Non;DSL;Oui;Non;Mensuel;Non;Cheque electronique;44;44;Non
392;Homme;1;Non;27;Oui;DSL;Oui;Oui;Mensuel;Oui;Virement bancaire;84,8;2309,55;Non
393;Femme;1;Non;2;Non;DSL;Oui;Non;Mensuel;Oui;Cheque electronique;44,3;89,3;Non
394;Femme;0;Non;19;Non;Non;Oui;Non;Mensuel;Non;Cheque papier;19,9;367,55;Non
395;Femme;1;Non;42;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;95,05;3944,5;Non
396;Femme;0;Non;66;Oui;DSL;Oui;Non;Bisannuel;Oui;Carte bancaire;90,05;5965,95;Non
397;Homme;1;Non;33;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Virement bancaire;109,9;3694,7;Non
398;Femme;0;Non;34;Non;Fibre optique;Oui;Non;Mensuel;Oui;Carte bancaire;73,95;2524,45;Oui
399;Homme;1;Non;33;Non;DSL;Non;Non;Mensuel;Oui;Cheque electronique;54,6;1803,7;Non
400;Femme;0;Oui;23;Non;Non;Oui;Oui;Annuel;Non;Cheque papier;20,05;415,1;Non
401;Femme;0;Non;32;Non;Non;Oui;Non;Annuel;Non;Virement bancaire;19,75;624,15;Non
402;Femme;0;Non;11;Non;Non;Oui;Non;Annuel;Non;Carte bancaire;20,05;237,7;Non
403;Homme;0;Oui;69;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Carte bancaire;99,45;7007,6;Oui
404;Femme;0;Non;68;Non;DSL;Oui;Oui;Annuel;Non;Virement bancaire;55,9;3848,8;Non
405;Homme;0;Non;20;Non;Non;Oui;Non;Bisannuel;Oui;Cheque papier;19,7;419,4;Non
406;Homme;0;Non;72;Non;Non;Oui;Non;Bisannuel;Oui;Carte bancaire;19,8;1468,75;Non
407;Homme;0;Oui;60;Oui;Fibre optique;Oui;Oui;Annuel;Oui;Virement bancaire;95,4;5812;Non
409;Femme;0;Non;1;Non;Non;Oui;Non;Mensuel;Oui;Cheque papier;19,9;19,9;Oui
410;Homme;0;Non;1;Non;Non;Oui;Non;Mensuel;Oui;Cheque papier;19,6;19,6;Oui
411;Homme;1;Non;3;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;81,35;233,7;Oui
412;Femme;0;Non;46;Oui;Non;Oui;Oui;Annuel;Oui;Virement bancaire;24,45;1066,15;Non
413;Femme;0;Non;29;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;74,95;2149,05;Non
414;Homme;0;Non;51;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;87,35;4473;Non
415;Femme;1;Non;48;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Virement bancaire;70,65;3545,05;Non
416;Femme;0;Oui;16;Non;Fibre optique;Oui;Oui;Mensuel;Non;Virement bancaire;73,25;1195,75;Non
417;Homme;0;Non;70;Oui;Fibre optique;Oui;Oui;Bisannuel;Oui;Virement bancaire;98,7;6858,9;Non
418;Femme;0;Oui;40;Oui;Non;Oui;Oui;Bisannuel;Oui;Cheque papier;24,8;1024,7;Non
419;Femme;0;Oui;22;Non;Fibre optique;Oui;Oui;Mensuel;Non;Cheque electronique;83,3;1845,9;Oui
420;Femme;1;Non;1;Non;Fibre optique;Oui;Non;Mensuel;Oui;Virement bancaire;75,3;75,3;Oui
421;Femme;0;Oui;5;Oui;Non;Oui;Oui;Mensuel;Oui;Cheque papier;24,3;132,25;Non
422;Femme;0;Non;7;Non;Fibre optique;Oui;Non;Mensuel;Oui;Virement bancaire;69,85;515,45;Non
423;Homme;0;Oui;29;Oui;Fibre optique;Oui;Non;Annuel;Non;Carte bancaire;100,55;2830,45;Non
424;Homme;0;Oui;44;Oui;Non;Oui;Oui;Annuel;Non;Cheque papier;25,7;1110,5;Non
425;Femme;0;Non;10;Non;DSL;Non;Non;Mensuel;Non;Virement bancaire;40,7;449,3;Non
426;Femme;1;Non;55;Oui;DSL;Oui;Oui;Mensuel;Non;Virement bancaire;51,65;2838,55;Non
427;Homme;1;Non;52;Oui;Fibre optique;Oui;Oui;Annuel;Oui;Virement bancaire;105,1;5376,4;Non
428;Femme;0;Oui;10;Oui;Fibre optique;Oui;Oui;Mensuel;Non;Cheque electronique;85,95;858,6;Non
429;Homme;0;Non;18;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Virement bancaire;75,6;1395,05;Non
430;Femme;0;Non;68;Oui;DSL;Oui;Oui;Annuel;Non;Virement bancaire;58,25;3975,7;Non
431;Femme;0;Oui;61;Non;Non;Oui;Oui;Mensuel;Oui;Cheque papier;19,4;1182,55;Oui
432;Femme;0;Oui;72;Non;DSL;Non;Oui;Bisannuel;Oui;Carte bancaire;65,2;4784,45;Non
433;Homme;0;Non;2;Non;DSL;Oui;Non;Mensuel;Non;Cheque electronique;53,45;119,5;Non
434;Homme;0;Non;12;Non;DSL;Oui;Non;Mensuel;Oui;Virement bancaire;45,4;518,9;Oui
435;Homme;0;Non;41;Non;Non;Oui;Oui;Bisannuel;Oui;Cheque electronique;19,75;899,45;Non
436;Femme;0;Non;26;Non;DSL;Non;Non;Mensuel;Oui;Carte bancaire;44,45;1183,8;Non
437;Homme;0;Non;36;Non;Non;Oui;Oui;Annuel;Non;Virement bancaire;20,85;720,05;Non
438;Homme;0;Oui;72;Oui;Fibre optique;Oui;Oui;Bisannuel;Oui;Carte bancaire;114,05;8468,2;Non
439;Homme;0;Non;35;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Virement bancaire;89,85;3161,2;Non
440;Homme;0;Non;1;Non;DSL;Oui;Non;Mensuel;Non;Cheque papier;55,05;55,05;Non
441;Femme;0;Oui;16;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;112,95;1882,55;Non
442;Femme;1;Non;49;Oui;Fibre optique;Oui;Non;Mensuel;Non;Carte bancaire;101,55;5070,4;Non
443;Femme;0;Non;54;Oui;Fibre optique;Oui;Oui;Annuel;Oui;Cheque papier;114,65;6049,5;Non
444;Femme;0;Oui;18;Oui;DSL;Oui;Non;Mensuel;Non;Cheque electronique;64,8;1166,7;Non
445;Femme;0;Non;36;Non;Fibre optique;Oui;Oui;Mensuel;Non;Cheque electronique;80,4;2937,65;Non
447;Femme;0;Non;1;Non;Fibre optique;Oui;Non;Mensuel;Non;Cheque papier;69,55;69,55;Oui
448;Femme;0;Oui;52;Oui;Non;Oui;Oui;Bisannuel;Oui;Virement bancaire;25,05;1270,25;Non
449;Homme;0;Oui;8;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;94,75;759,55;Non
450;Homme;0;Oui;72;Non;Fibre optique;Oui;Oui;Bisannuel;Non;Virement bancaire;105,5;7611,55;Non
451;Femme;0;Non;64;Oui;Non;Oui;Non;Annuel;Non;Cheque papier;24,7;1642,75;Non
452;Femme;1;Non;22;Non;DSL;Oui;Non;Mensuel;Oui;Cheque papier;69,75;1545,4;Non
455;Femme;0;Non;61;Oui;Non;Oui;Oui;Bisannuel;Non;Cheque papier;24,4;1417,9;Non
456;Femme;0;Non;24;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;104,15;2494,65;Non
457;Homme;0;Oui;28;Non;Fibre optique;Oui;Oui;Annuel;Non;Virement bancaire;92,9;2768,35;Non
458;Femme;0;Oui;30;Non;DSL;Oui;Oui;Bisannuel;Non;Virement bancaire;80,8;2369,3;Non
459;Homme;0;Non;2;Non;Non;Oui;Oui;Mensuel;Non;Cheque papier;20;38;Non
461;Homme;0;Oui;6;Non;Non;Oui;Non;Mensuel;Non;Cheque papier;19,65;100,9;Non
462;Femme;0;Non;24;Non;DSL;Oui;Oui;Mensuel;Oui;Virement bancaire;69,45;1614,05;Non
463;Homme;0;Oui;4;Oui;Fibre optique;Oui;Oui;Mensuel;Non;Cheque electronique;101,15;385,9;Oui
464;Homme;0;Non;7;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;99,8;673,25;Oui
465;Homme;1;Non;72;Oui;Fibre optique;Oui;Oui;Bisannuel;Oui;Virement bancaire;116,05;8404,9;Non
466;Homme;0;Non;70;Non;DSL;Non;Non;Bisannuel;Oui;Cheque papier;40,05;2799,75;Non
467;Homme;1;Non;64;Oui;Fibre optique;Oui;Oui;Bisannuel;Non;Cheque electronique;102,1;6538,45;Non
468;Homme;0;Oui;72;Oui;Fibre optique;Oui;Oui;Annuel;Oui;Cheque electronique;89,7;6588,95;Non
469;Femme;0;Oui;44;Non;Non;Oui;Non;Bisannuel;Non;Cheque papier;19,9;868,1;Non
470;Femme;0;Oui;13;Non;DSL;Oui;Oui;Mensuel;Non;Cheque electronique;55,95;734,35;Oui
471;Femme;1;Non;17;Non;Non;Oui;Non;Annuel;Non;Cheque papier;20,65;330,6;Non
472;Homme;0;Non;1;Non;DSL;Oui;Non;Mensuel;Oui;Cheque electronique;55;55;Oui
473;Homme;0;Non;9;Non;DSL;Oui;Oui;Mensuel;Oui;Cheque papier;70,05;564,4;Non
474;Homme;0;Non;24;Non;DSL;Oui;Oui;Mensuel;Non;Cheque papier;53,6;1315,35;Non
475;Femme;0;Oui;1;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;74,7;74,7;Oui
476;Homme;0;Non;24;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;80,25;1861,5;Oui
477;Homme;1;Oui;35;Non;DSL;Oui;Oui;Mensuel;Oui;Cheque electronique;76,05;2747,2;Non
478;Femme;0;Oui;7;Non;DSL;Oui;Oui;Mensuel;Oui;Cheque electronique;75,7;554,05;Non
479;Homme;0;Non;5;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;96,1;453,4;Oui
481;Homme;0;Oui;11;Non;Non;Oui;Oui;Bisannuel;Non;Cheque papier;19,65;225,75;Non
482;Femme;0;Non;48;Non;DSL;Non;Oui;Mensuel;Oui;Virement bancaire;45,3;2145;Oui
483;Femme;1;Non;20;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;81,45;1671,6;Non
484;Femme;0;Non;72;Oui;Fibre optique;Oui;Oui;Annuel;Oui;Virement bancaire;108,5;8003,8;Non
485;Femme;0;Oui;8;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;83,55;680,05;Oui
486;Homme;0;Oui;72;Oui;Fibre optique;Oui;Oui;Bisannuel;Oui;Carte bancaire;84,5;6130,85;Non
488;Homme;0;Non;72;Oui;DSL;Oui;Non;Bisannuel;Oui;Virement bancaire;88,6;6201,95;Non
489;Femme;0;Oui;0;Non;DSL;Non;Oui;Bisannuel;Oui;Virement bancaire;52,55;;Non
490;Homme;0;Oui;1;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;74,35;74,35;Oui
491;Homme;0;Oui;63;Oui;Fibre optique;Oui;Oui;Bisannuel;Oui;Virement bancaire;104,8;6597,25;Non
492;Femme;0;Non;2;Non;DSL;Oui;Non;Mensuel;Oui;Cheque electronique;59;114,15;Non
494;Homme;1;Non;61;Oui;DSL;Oui;Oui;Annuel;Non;Virement bancaire;64,05;3902,6;Non
495;Homme;0;Non;1;Non;Non;Oui;Non;Mensuel;Non;Cheque papier;20,4;20,4;Non
496;Homme;0;Non;22;Non;DSL;Non;Non;Annuel;Oui;Virement bancaire;43,75;903,6;Oui
497;Homme;0;Non;28;Non;DSL;Oui;Oui;Mensuel;Non;Cheque papier;60,9;1785,65;Non
498;Femme;0;Non;70;Non;Non;Oui;Oui;Bisannuel;Non;Virement bancaire;19,8;1397,65;Non
499;Femme;1;Non;5;Non;DSL;Non;Non;Mensuel;Non;Cheque electronique;28,45;131,05;Oui
500;Femme;0;Non;12;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Virement bancaire;99,7;1238,45;Oui
502;Femme;1;Non;71;Oui;Fibre optique;Oui;Oui;Bisannuel;Oui;Carte bancaire;80,7;5676;Non
504;Femme;0;Oui;52;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Virement bancaire;84,05;4326,8;Non
505;Homme;0;Oui;69;Oui;DSL;Oui;Non;Bisannuel;Oui;Carte bancaire;79,45;5502,55;Non
506;Femme;1;Non;20;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;94,1;1782,4;Oui
507;Homme;0;Oui;11;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque papier;78;851,8;Non
508;Homme;0;Non;2;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;94,2;167,5;Oui
509;Femme;0;Oui;6;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;80,5;502,85;Oui
510;Femme;0;Non;1;Non;Non;Oui;Non;Mensuel;Non;Cheque papier;19,85;19,85;Non
511;Homme;1;Oui;20;Non;Fibre optique;Oui;Oui;Annuel;Non;Carte bancaire;94,3;1818,3;Non
512;Homme;0;Non;61;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;106,45;6300,15;Non
513;Femme;1;Non;5;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;74,35;334,8;Oui
514;Femme;0;Non;56;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Virement bancaire;105,45;5916,95;Non
515;Homme;0;Non;30;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Carte bancaire;95;2852,4;Non
516;Homme;0;Non;40;Oui;Fibre optique;Oui;Non;Mensuel;Non;Virement bancaire;104,8;4131,95;Oui
517;Femme;0;Non;28;Non;DSL;Oui;Non;Annuel;Non;Cheque papier;54,3;1546,3;Non
518;Femme;1;Non;5;Non;Fibre optique;Oui;Oui;Mensuel;Non;Cheque electronique;70,05;302,6;Non
519;Femme;1;Non;27;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Virement bancaire;75,2;1929,35;Oui
520;Homme;0;Non;12;Non;Non;Oui;Non;Mensuel;Non;Carte bancaire;20,05;265,45;Non
521;Homme;0;Oui;67;Oui;Fibre optique;Oui;Oui;Annuel;Oui;Cheque electronique;105,4;6989,45;Non
523;Homme;0;Oui;55;Oui;Fibre optique;Oui;Oui;Mensuel;Non;Virement bancaire;85,5;4713,4;Non
524;Femme;0;Non;23;Oui;Fibre optique;Oui;Non;Mensuel;Non;Virement bancaire;75,6;1758,6;Oui
525;Homme;0;Non;34;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;100,05;3480;Oui
526;Homme;0;Non;52;Non;Fibre optique;Oui;Non;Annuel;Non;Cheque electronique;91,25;4738,3;Non
527;Homme;1;Oui;72;Oui;Fibre optique;Oui;Oui;Bisannuel;Oui;Carte bancaire;115,75;8399,15;Non
528;Homme;0;Oui;58;Oui;Fibre optique;Oui;Oui;Annuel;Oui;Carte bancaire;94,7;5430,35;Non
529;Homme;0;Oui;35;Non;Non;Oui;Oui;Bisannuel;Non;Cheque papier;19,6;686,95;Non
530;Femme;1;Non;56;Oui;Fibre optique;Oui;Non;Bisannuel;Oui;Virement bancaire;99,9;5706,3;Non
531;Femme;0;Oui;24;Non;Non;Oui;Oui;Bisannuel;Oui;Carte bancaire;21,1;490,65;Non
532;Homme;0;Oui;70;Non;Non;Oui;Oui;Bisannuel;Non;Carte bancaire;20,05;1360,25;Non
533;Homme;0;Non;2;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;79,95;174,45;Non
535;Femme;0;Non;1;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;85;85;Oui
536;Homme;0;Non;12;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;89,55;1021,75;Non
537;Femme;0;Non;63;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Virement bancaire;81,55;5029,05;Non
539;Femme;0;Non;69;Non;Fibre optique;Oui;Oui;Annuel;Oui;Carte bancaire;95,65;6744,2;Non
541;Femme;0;Oui;72;Oui;Fibre optique;Oui;Oui;Bisannuel;Oui;Virement bancaire;113,1;8248,5;Non
542;Femme;0;Non;11;Oui;DSL;Oui;Non;Mensuel;Oui;Cheque papier;58,95;601,6;Non
543;Femme;0;Non;1;Non;Non;Oui;Non;Mensuel;Non;Cheque papier;19,55;19,55;Non
544;Homme;0;Non;10;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Virement bancaire;86,05;834,1;Oui
547;Homme;0;Oui;39;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque papier;86,3;3266;Oui
548;Femme;0;Non;65;Oui;Fibre optique;Oui;Non;Annuel;Oui;Virement bancaire;105,05;6744,25;Non
549;Homme;1;Non;50;Oui;Fibre optique;Oui;Oui;Annuel;Oui;Virement bancaire;101,9;5265,5;Non
550;Homme;0;Non;15;Non;Non;Oui;Non;Mensuel;Non;Cheque papier;19,75;311,6;Non
551;Homme;0;Oui;72;Oui;Fibre optique;Oui;Oui;Bisannuel;Oui;Virement bancaire;110,3;7966,9;Non
553;Homme;0;Oui;55;Non;Non;Oui;Oui;Bisannuel;Non;Virement bancaire;19,35;1153,25;Non
